    60   423    18    28    -9     1    21     3    14   -11     0
    50   381    15    90    -9     1    19    -7    23    -7     0
    40   421    19   131   -11     1    33    -7    41     5     0
    30   309    20   154   -13     8    19    -5    32    10     1
    20   201    19   185   -16    13    12    -2     7     8     1
    10   155    49   231   -21    15     6    20     4    12 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  281.5   41.5   958.2   20.4   64.3                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     0    20   435   238  1229     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     0     0  5802  5703  5200    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    59 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   289   122   238    -9     1    17    82     4    29     0
   130   245    93   229   -11     1    20    72     8    36     0
   120   228    52   199   -12     1    24    57    18    24     0
   110   256    68   165   -13     1    19    37    14    25     0
   100   394    70   143   -12     1     8     5     6    21     0
    90   481    59   140   -11     1     9   -10     5    37     0
    80   469    59   174    -9     1     4   -24     5    21     0
    70   486    47   185    -8     1    13     1    11    30     0
    60   431    40   172    -7     1    13     6    17    22     0
    50   354    26   117    -6     1     8    -1     9    19     0
    40   363    34    89    -3     1    25   -14     7     2     0
    30   281    34    93     1     1    32   -17    14     3     0
    20   195    32    90     4     1     8   -13     8     3     0
    10   136    47    74     5     1     5   -22     1    -3 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  281.7   41.2   958.1   20.3   64.7                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     0    30    93    77   641     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     0     0  5602  5604  5300    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    58 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   795    74   207    -8    13     5    15     2    21 -9999
   130   630    87   195    -8     6     7     8     3    13 -9999
   120   182    36   217    -8     2     9    21     6    29 -9999
   110   195    39   327   -10     5     9    16     1    43 -9999
   100   210    45   344   -10     3     2    11     5     7 -9999
    90   216    38   355   -10     1     2     6     2   -29 -9999
    80   211    43     6   -11     1     8     1     5   -15 -9999
    70   218    30   127    -8     1     7    -5     4   -28 -9999
    60   201     5   145    -8     1    10   -12     5    14 -9999
    50   170     5   325    -8     1     7     1     8     1 -9999
    40   142    19   346    -8     1     9     2    11    -3 -9999
    30    91    34   356   -11     1     7     1     6   -14 -9999
    20    61    43     3   -13     1     3    -4     3   -20 -9999
    10    71    38     1   -11     1     1    -3     2   -18 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  281.7   41.2   958.0   20.1   64.1                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     0    40   117    90   931     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5703  5604  5200    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    58 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   214    85   310   -15     1     5    29     0   -32 -9999
   130   181   119   308   -15     1     5    34     2   -37 -9999
   120   158    42   315   -14     1     2    25     6   -28 -9999
   110   165    44   335   -14     1     3    43     2   -45 -9999
   100   202    40   313   -14     1     8     7     6   -11 -9999
    90   233    32   273   -14     1     1     5     2   -23 -9999
    80   249    17   202   -14     1     7    20     2    -8 -9999
    70   263    20   140   -13     1     8     6     3     8 -9999
    60   241    17    52   -12     1    13    -6     9    10 -9999
    50   198    18    37   -11     1    14    -8     6    -7 -9999
    40   159    14   325    -9     1     8    -5     5    -6 -9999
    30   104    21   273    -7     1     3    11     8    -7 -9999
    20    59    25   220    -5     1     3     9     3     8 -9999
    10    33    21   217    -3     1     1     7     2     7 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  282.0   40.8   957.9   19.9   64.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     0    50    26   111   917     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     2     0     0  5602  5703  5300    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    86    96    86     0    58 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   258    67   230   -13     8     1    29     2    16 -9999
   130   305    87   242   -11     6     5    34     1    15 -9999
   120   356    47   204    -9     1     1    25     1    17 -9999
   110   345    40   181   -11     1     2    43     6    14 -9999
   100   310    60   182   -11     1     2     7     8    20 -9999
    90   264    58   191   -11     1     3     1     9    19 -9999
    80   210     2   262   -11     1     6    10     1    37 -9999
    70   169    84    43   -13     1     3     7     5     6 -9999
    60   133   117    16   -13     1     2   -36     2   -26 -9999
    50   105    67   311   -12     1     3   -23     5   -58 -9999
    40    95    53   285   -11     1     5    42     6   -10 -9999
    30    73    31   304    -9     1     3     6     9   -10 -9999
    20    54    50   284    -9     1     1    20     7   -10 -9999
    10    41    72   270    -9     1     2    34     7    -5 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  281.9   40.7   958.0   19.7   64.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1     0    61   217  1049     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     2     0     0  5802  5503  5401    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    60 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   251    72   224   -11     1     3    29     1    21 -9999
   130   400    88   237    -8     1     6    34     5    20 -9999
   120   559    58   198    -5     1     1    25     2    22 -9999
   110   542    34   150    -4     1     5    43     3    18 -9999
   100   494    32   140    -5     1     6     7     8    26 -9999
    90   399    39   150    -7     1     7   -12    14     9 -9999
    80   252    50   144   -10     1     5    -4    12    15 -9999
    70   201    69   170   -11     1     6   -14     7    19 -9999
    60   224    52   125   -10     1     5     1     3    37 -9999
    50   272    34   255    -8     1     5   -23     6    14 -9999
    40   246    60   282    -8     1     4    34    15    -4 -9999
    30   205    48   314   -10     1     9    21    23   -16 -9999
    20   143    48   352   -11     1     2     1     8   -23 -9999
    10    56    58     2   -12     1     2    -5     1   -27 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  282.0   40.6   957.9   19.6   64.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1    10    69   219  1003     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5602  5205  5200    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    56 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   233    47   230   -13     4     5    15     4    14 -9999
   130   402    49   231   -14     1     4    17     3    13 -9999
   120   577    43   229   -15     1     4    19     4    12 -9999
   110   644    51   232   -15     1     6    20     3    12 -9999
   100   579    43   229   -14     1     5    17     0    11 -9999
    90   481    26   207   -13     1     3    23     6    12 -9999
    80   375    23   162   -12     1     8    11     9    10 -9999
    70   279    38   145   -12     1     8    -1     4     9 -9999
    60   227    43   115   -12     1     6    -8    10    17 -9999
    50   202    48   100   -12     1     8   -19    22    10 -9999
    40   171    61    86   -12     1     6   -24    18     6 -9999
    30   125    78    76   -12     1     4   -34    14    -2 -9999
    20    93    94    72   -11     1     2   -43     7    -8 -9999
    10    88   111    71    -7     1     0   -52     1   -10 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  282.1   40.3   957.8   19.4   65.2                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1    20   103   330   730     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     1     0  5502  5304  5200    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    57 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140  1087    37   203   -12     1     1     9     4    14 -9999
   130   693    28   220   -13     1     4    10     6    12 -9999
   120   229    48   190   -13     1     7     9     3    17 -9999
   110   305    26   253   -12     1     0    11     4     8 -9999
   100   314    24     7   -12     1     2     7     4    25 -9999
    90   293    42    37   -11     1     3    15     7    -8 -9999
    80   249    29   331   -10     1     8   -22     8   -14 -9999
    70   226    36   283    -7     1     5     2     8   -15 -9999
    60   206     7   244    -7     1     6    19    13    -6 -9999
    50   194    11   119    -7     1     6     1    36     3 -9999
    40   204    17   112    -7     1    10    -6    33     4 -9999
    30   170    13    91   -10     1     9    -8    17     5 -9999
    20   129    17   359   -11     1     3    -2     5    -5 -9999
    10    91    42   352    -9     1     4     0     2   -21 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  282.0   40.2   957.6   19.1   65.5                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1    30   144   440   761     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     1     0  5403  5503  5200    29  1575  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    96     0    58 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   464   120   203    -8     1     5    50     9    36 -9999
   130   179   100   227    -8     1     4    13     3    39 -9999
   120   227    66   194    -9     1     8    29     5    54 -9999
   110   357    59   168    -9     1     6    43     5    25 -9999
   100   371    40   172    -9     1     3     7    11    30 -9999
    90   355    21   217   -10     1     6    -7    11    27 -9999
    80   334    18   283   -10     1    13     7    23    12 -9999
    70   266    30   301    -9     1    16     7    27    -2 -9999
    60   210    46   301   -10     1    17    11    24    -9 -9999
    50   163    71   286   -10     1    14    18    32   -15 -9999
    40   114    67   308    -8     1     5    37    11   -13 -9999
    30    70    77   335   -11     1     3     6     3   -32 -9999
    20    45   101   323   -13     5     3    20     2   -40 -9999
    10    46   125   317   -11    14     3    34     2   -49 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5777    0.1   -0.1  281.8   40.0   957.6   18.7   65.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1    40   339  1033  1692     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     2     0     0  5204  5503  5300    29   135  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    97     0    57 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140   461   222   187     1     1     1    50    17   129 -9999
   130   583   202   189     0     1     6    13    17   120 -9999
   120   764   163   187    -3     1     2    29    16   104 -9999
   110   931   120   183    -3     1     0    29    32    92 -9999
   100   863    82   175    -4     1     7    18    47    72 -9999
    90   721    55   163    -4     1    15     7    90    47 -9999
    80   551    28   159    -3     1    38    -5    88    32 -9999
    70   326    11    29    -4     1    49    -4    48    16 -9999
    60   236    78   278    -5     1     9    -7     7    -5 -9999
    50   222    89   277    -6     1     0    45     5   -12 -9999
    40   167    91   281    -5     1     2    42     2   -11 -9999
    30   125    87   282    -3     1     5    43     3   -17 -9999
    20   101    63   276     0     1     9    34     6    -6 -9999
    10   100    40   301     3     1     3    15     0   -12 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  281.7   39.7   957.6   18.7   65.5                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     1    50   450  1252  1796     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     2     0     0  5204  5602  5400    29   135  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    97     0    57 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   130 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   120 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   110 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.2   39.3   957.8   18.8   64.7                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2     0   443  1132  1862     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     2     0     0  5304  5503  5100    29   135  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    86     0    55 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   130 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   120 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   110 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.0   38.9   957.7   18.1   66.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2    10   934  1171  1849     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5303  5602  5100    29   109  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    97     0    55 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140  1299   302   208     0     1    14   112    16   127 -9999
   130  1510   257   203    -2     1    38   103    35   132 -9999
   120  1633   203   199    -3     1    51    87    65   121 -9999
   110  1531   156   199    -5     1   101    62   101   107 -9999
   100  1208   105   205    -6     1   110    40   128    82 -9999
    90   806    63   206    -8     1    80    31   108    57 -9999
    80   368    54   185   -12     1    28    23    28    25 -9999
    70   191    74   177   -10     1     7     6     6    22 -9999
    60    96    23   352   -10     1     1     3     4    39 -9999
    50    68    46   167   -11     1     3     0     1   -23 -9999
    40    85    51   160   -12     1     1    -3     2    42 -9999
    30    79    24   157   -16     1     5    -6     3     6 -9999
    20   107    47   182   -19     1     6     3     4    20 -9999
    10   195    74   187   -19     1     9     9     3    34 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.0   38.4   957.7   18.2   65.3                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2    20  1086   914  1861     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5304  5403  5100    29   109  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    97     0    55 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140  1007   287   208    -5     1    22   115    17   138 -9999
   130  1110   237   203    -5     1    37    97    20   129 -9999
   120  1099   195   199    -6     1    48    84    39   113 -9999
   110  1002   152   196    -5     1    71    56    88    97 -9999
   100   783    92   192    -5     1   112    38   121    80 -9999
    90   545    35   189    -3     1    81    25    69    59 -9999
    80   327    12   217    -1     1    31     5    19    21 -9999
    70   221    28    69    -3     1     9     7     4     5 -9999
    60   161    41     7    -5     1     6   -15     2    -3 -9999
    50   136    45    26    -7     1     8    -3     2   -23 -9999
    40   132    58    25    -8     1     3   -16     3   -16 -9999
    30   105    76    13    -9     1     5   -14     4   -30 -9999
    20    78    97     5   -12     1     6   -11     2   -42 -9999
    10    62   116   355   -14     1     4    -3     2   -55 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.0   38.1   957.6   18.2   66.5                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2    30   922   917  1732     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5404  5304  5100    29   109  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8   106    96    97     0    55 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   130 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   120 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   110 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.2   37.9   957.5   17.6   67.1                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2    40     0   977  1821     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     0     0  5403  5703  5300    29    96  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8   115    96    97     0    56 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   130 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   120 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   110 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5776    0.1   -0.1  282.1   37.8   957.5   17.6   67.1                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5    18  2017     2    50  1284     0  1863     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     1     0     0  5403  5502  5400    29    96  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     8     8     8    96    96    97     0    57 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   140 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   130 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   120 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   110 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
