
   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.0    0.0  337.5   19.4   961.2   10.6   55.1                    
  7945    11    10  2016    12    10   542   511   637     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5003  5004  5000     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   118   119   119     0    53 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162  5631   511   272     9   104   162   104   124
   152  5011   487   273    13   103   159   100   126
   142  4644   463   274    19   106   154    95   175
   132  3571   446   276    18   102   151    98   140
   122  2024   447   280    12    92   146   107    43
   112  1791   427   278    12    92   143    99    16
   102  1891   408   274    13    95   141    87    12
    92  1806   401   277    11    98   143    87    55
    82  1711   399   274     6   101   153    89    95
    72  1578   397   271    -2   109   192    94    92
    62  1532   382   274   -10   114   212   100   131
    52  1619   385   275   -18   117   211   108   210
    42  1460   389   275   -28   114   199   109   413
    32  1138   363   278   -41   107   176   105   774
    22  1006   288   278   -36    99   160    99 -9999
    12   921   180   272   -26    91   146    92 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.7   29.8   959.9   15.9   41.7                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7944    11    10  2016    12    15   427   448   600     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5003  5004  5101     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   118   119   109     0    54 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182  4824   567   278   -27   106 -9999 -9999 -9999
   172  5846   592   283   -19   103   203   147    30
   162  4942   581   282   -28    97   198   142    29
   152  4048   527   271   -33    95   194   138    28
   142  3169   421   266   -33    99   189   132    26
   132  2281   366   267   -39    95   184   127    27
   122  1388   450   280   -50    85   179   122    29
   112  1255   467   277   -54    87   174   117    27
   102  1315   474   273   -55    93   170   112    25
    92  1455   480   273   -54    91   170   107    37
    82  1544   487   271   -53    89   170   102    49
    72  1427   487   269   -53    89   168   101    53
    62  1430   476   271   -52    88   170   101    51
    52  1612   478   274   -51    87   177   104    29
    42  1478   487   276   -50    91   184   107    90
    32  1131   485   278   -48    99   192   109   232
    22   995   457   279   -47   102   191   109 -9999
    12   912   409   280   -45   105   187   108 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.0    0.0  344.8   30.1   959.8   15.7   41.3                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7943    11    10  2016    12    20   335   329   465     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  5104  5602  6301     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   119   118     0    68 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   152 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   142  2586   514   275   -60    90   208   116   247
   132  1868   538   276   -52    94   200   119   281
   122  1247   539   275   -34   105   192   123   378
   112  1252   554   275   -32   111   202   127   254
   102  1415   582   276   -35   116   216   130    80
    92  1458   649   280   -43   114   207   120    95
    82  1447   662   279   -49   111   195   110   163
    72  1218   652   276   -47   110   178   105   370
    62  1099   636   276   -43   108   170   104   404
    52  1146   593   278   -32   104   178   109   183
    42   994   539   281   -28   106   178   109   123
    32   709   519   282   -28   111   173   107   157
    22   562   499   281   -33   112   175   106 -9999
    12   451   479   279   -41   111   178   105 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.0   -0.1  344.6   30.2   959.7   15.8   39.2                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7942    11    10  2016    12    25   211   232   288     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  5104  5404  5200     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   118   108     0    57 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   152 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   142  1272   667   258   -73   103   255   125   211
   132   972   650   259   -55   102   250   121   201
   122   816   633   259   -26   105   245   117   175
   112   863   642   264   -24   110   240   113   211
   102   961   676   268   -30   115   235   111   250
    92  1221   742   270   -35   113   230   117   155
    82  1448   730   269   -40   111   225   123   117
    72  1538   691   267   -44   109   217   122   328
    62  1555   679   266   -45   107   211   119   387
    52  1462   626   265   -41   104   208   111   224
    42  1218   553   265   -44   102   204   108   194
    32   871   518   267   -50   101   199   109   246
    22   684   475   268   -49   104   200   108 -9999
    12   537   424   269   -46   109   202   107 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.6   30.2   959.7   15.7   40.0                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7941    11    10  2016    12    30   272   326   424     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  5003  5305  5200     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   118   117     0    56 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   152 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   142  2330   705   248   -25    78   148   144    25
   132  1811   685   248   -21    73   154   140    23
   122  1264   656   246   -20    72   160   135    19
   112  1079   696   249   -27    72   166   130    25
   102   985   720   252   -35    72   170   126    32
    92  1144   644   255   -31    68   159   121    19
    82  1353   611   256   -28    63   148   116    11
    72  1765   596   255   -30    60   139   109    19
    62  1905   592   256   -30    62   135   109    33
    52  1637   579   253   -26    74   141   118    44
    42  1299   566   250   -26    81   138   127   140
    32   913   553   250   -29    86   128   137   332
    22   667   516   247   -33    92   132   141 -9999
    12   454   463   241   -37    97   141   143 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.6   30.5   959.5   16.3   41.1                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7940    11    10  2016    12    35   288   395   514     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  5203  5204  5200     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   118   107     0    58 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182  3349   735   257    -8    97 -9999 -9999 -9999
   172  4315   747   256   -18    97 -9999 -9999 -9999
   162  3747   761   255   -29    87 -9999 -9999 -9999
   152  3259   772   254   -35    79   195   108    40
   142  2891   801   254   -38    71   188   109    39
   132  2310   816   254   -32    68   181   110    39
   122  1588   811   250   -20    68   174   112    41
   112  1353   737   252   -20    67   167   113    44
   102  1241   662   255   -24    66   159   114    46
    92  1253   645   259   -25    61   152   115    43
    82  1282   620   259   -26    58   145   117    37
    72  1382   597   258   -28    62   141   124    14
    62  1430   570   261   -26    67   142   129    13
    52  1400   558   260   -19    74   152   132    35
    42  1196   556   256   -18    84   160   138    98
    32   875   544   258   -20    96   170   145   212
    22   566   517   253   -18    97   149   136 -9999
    12   259   488   241   -16    96   119   123 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.7   30.7   959.5   16.2   40.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7939    11    10  2016    12    40   218   297   305     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  6606  6108  5501     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   116   117   107     0    63 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162 15117   808   273   -45    87 -9999 -9999 -9999
   152 12982   778   272   -54    83   155    87    94
   142  6183   748   272   -63    78   150    91    98
   132  2712   745   271   -59    71   147    94    96
   122  1481   805   273   -45    62   143    98    89
   112  1174   730   271   -34    63   139   101    98
   102  1100   653   268   -25    66   136   104   107
    92  1188   684   268   -28    64   143    98    83
    82  1244   659   267   -31    63   149    94    61
    72  1174   615   266   -34    67   145   104    57
    62  1137   577   266   -33    73   146   108    62
    52  1152   550   267   -27    79   157   103    89
    42   996   530   268   -29    86 -9999 -9999    77
    32   726   500   272   -37    93 -9999 -9999    32
    22   485   482   271   -14    92 -9999 -9999 -9999
    12   251   478   266    19    88 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.6   31.0   959.3   16.4   39.3                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7938    11    10  2016    12    45   289   315   310     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     0     0     0  5103  5103  5202     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   116   117   116     0    56 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   152 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   142  3445   623   262   -23    88 -9999 -9999 -9999
   132  2427   652   263   -21    85   174    97    70
   122  1351   681   263    -8    71   168    95    73
   112  1071   669   266    -5    74   162    93    76
   102   992   652   269    -4    81   156    91    78
    92  1110   656   271    -6    80   150    89    73
    82  1196   638   272    -9    80   148    87    72
    72  1151   608   272    -9    82   160    84    84
    62  1116   587   273    -8    82   161    83    88
    52  1095   563   273    -5    77   143    83    80
    42   930   535   274    -6    76   141    82    98
    32   668   511   275   -11    78   150    81   141
    22   471   474   277     0    76   149    80 -9999
    12   289   425   281    14    73   145    80 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.7   31.1   959.4   16.4   39.4                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7937    11    10  2016    12    50   306   344   283     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5003  5004  4900     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   117   117     0    53 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182  3925   446   261   -11    91 -9999 -9999 -9999
   172  5401   455   259   -17   103 -9999 -9999 -9999
   162  4800   473   258   -17   103 -9999 -9999 -9999
   152  4142   497   259   -20   105 -9999 -9999 -9999
   142  3397   503   255   -28   110 -9999 -9999 -9999
   132  5577   504   255   -28   108   195    99    50
   122  9722   495   262   -23   101   186   100    52
   112  6188   561   265   -18    95   177   100    50
   102   712   618   267   -14    88   169   100    48
    92   792   584   272   -14    82   160   101    54
    82   863   572   273   -17    79   157   101    57
    72   857   561   272   -25    81   175   101    44
    62   817   541   272   -29    78   177   101    36
    52   727   526   273   -29    66   157   101    32
    42   599   510   273   -29    63   147    97    66
    32   445   493   275   -28    65   141    89   141
    22   358   444   280   -18    67   142    90 -9999
    12   288   374   287    -6    70   145    94 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.7   31.3   959.3   16.6   39.7                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7936    11    10  2016    12    55   256   351   337     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5103  5604  4901     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   117   117     0    53 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162  4287   482   262   -39   107 -9999 -9999 -9999
   152  3600   454   262   -33    98 -9999 -9999 -9999
   142  3100   484   258   -35    96 -9999 -9999 -9999
   132  2166   493   256   -35    93   139   104    43
   122   965   445   258   -33    90   145   103    40
   112   802   437   261   -33    82   151   102    44
   102   871   430   264   -33    73   154   100    49
    92   915   401   270   -26    70   144    99    37
    82   932   398   273   -20    70   141    98    33
    72   848   402   275   -16    82   164    97    59
    62   745   392   276   -13    87   172    97    99
    52   614   400   276   -11    83   158   101   177
    42   476   410   278    -9    85   149   102   157
    32   336   360   287    -8    90   142   102    56
    22   269   346   293    -6    84   142   104 -9999
    12   220   356   293    -3    75   144   106 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1963  -80.5783    0.1   -0.1  344.8   31.5   959.2   16.9   37.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
  7935    11    10  2016    13     0   321   259   382     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     1     0     0  5103  5004  4901     0   256  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     7     8     8   117   117   117     0    54 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  ETAM

   182 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   172 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   162  4014   544   274   -48   105 -9999 -9999 -9999
   152  3248   526   275   -45    92 -9999 -9999 -9999
   142  2754   541   272   -40    93 -9999 -9999 -9999
   132  1954   529   272   -36    89 -9999 -9999 -9999
   122   966   455   280   -33    81 -9999 -9999 -9999
   112   784   431   282   -24    76 -9999 -9999 -9999
   102   784   425   283   -15    71   179    98    44
    92   824   437   284    -9    64   174    96    48
    82   867   430   287    -4    62   168    93    49
    72   919   424   289     3    74   162    90    40
    62   891   443   288     8    80   156    90    41
    52   750   447   287    12    76   149    97    60
    42   620   437   285    12    80   154    93    46
    32   497   417   285    10    88   167    81     4
    22   367   405   282     1    82   165    83 -9999
    12   235   405   275   -10    71   158    89 -9999
$
