
   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.1    0.0  278.8   29.4   949.6   23.1   36.2                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    11    50    60    29    96     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
 -9999 -9999 -9999     0  5403  6103  5501    29 -9999  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
 -9999 -9999 -9999 -9999   114   105   106     0    60 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM
   573     5     2  2017    15     0   110    26    91     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  6002  5804  6700    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8   105    96    96     0    67 10095

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100   373   996   251   -39   107 -9999 -9999 -9999 -9999 -9999
    95   103   989   251   -38   104 -9999 -9999 -9999 -9999 -9999
    90    93   980   252   -39   113 -9999 -9999 -9999 -9999 -9999
    85   100   973   252   -41   128 -9999 -9999 -9999 -9999 -9999
    80   108   964   252   -39   139 -9999 -9999 -9999 -9999 -9999
    75   130   955   252   -27   143 -9999 -9999 -9999 -9999 -9999
    70   152   949   252   -12   147     2   506     0 -9999 -9999
    65   174   946   252    -3   149     2   497     0 -9999 -9999
    60   193   945   251    -1   151     1   488     0 -9999 -9999
    55   213   927   251    -1   153     3   480     1 -9999 -9999
    50   221   891   252    -1   155     3   471     1    89 -9999
    45   216   876   252    -3   156     0   462     1    85 -9999
    40   210   894   250    -5   158     6   453     1    81 -9999
    35   188   910   249    -5   159     3   444     1    77 -9999
    30   156   900   251    -3   161     7   442     7    85 -9999
    25   125   878   255    -4   162     8   408     3    69 -9999
    20   126   852   258   -20   156     9   426     6   101 -9999
    15   133   819   261   -46   146     6   412     5    36 -9999
    10   141   788   264   -69   137     3   375     0   -15 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777    0.0    0.0  278.1   35.6   949.4   23.5   35.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15     5   116    43   120     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5704  5604  5501    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8   105    96    96     0    60 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100    98   841   283    -8    81 -9999 -9999 -9999 -9999 -9999
    95    93   830   283   -14    96 -9999 -9999 -9999 -9999 -9999
    90   106   821   283   -15   105 -9999 -9999 -9999 -9999 -9999
    85   121   808   284   -15   112 -9999 -9999 -9999 -9999 -9999
    80   134   799   284   -12   118 -9999 -9999 -9999 -9999 -9999
    75   137   790   285    -1   122 -9999 -9999 -9999 -9999 -9999
    70   139   779   285    14   125     2   435     1 -9999 -9999
    65   144   766   286    15   131     1   422     0 -9999 -9999
    60   154   754   286    -1   139     3   409     0 -9999 -9999
    55   163   737   287   -19   147     1   396     1 -9999 -9999
    50   174   724   288   -26   150     4   382     2  -140 -9999
    45   188   701   289   -25   148     3   369     3  -142 -9999
    40   201   653   291   -23   146     4   356     3  -144 -9999
    35   187   614   293   -25   146     4   343     5  -146 -9999
    30   159   592   295   -28   147    13   325     4  -148 -9999
    25   130   573   296   -31   147     6   304     7  -150 -9999
    20   124   599   295   -33   142    10   241     8  -152 -9999
    15 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777    0.0   -0.1  277.6   35.7   949.4   23.6   34.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    10   144    60   108     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     3     1     1     0  5805  6801  6702    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    94    95    95     0    70 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100   132   853   264   -20   130 -9999 -9999 -9999 -9999 -9999
    95   141   843   264   -65   130 -9999 -9999 -9999 -9999 -9999
    90   135   830   264   -76   127 -9999 -9999 -9999 -9999 -9999
    85   129   819   263   -76   122 -9999 -9999 -9999 -9999 -9999
    80   126   805   263   -77   122 -9999 -9999 -9999 -9999 -9999
    75   138   783   266   -75   133 -9999 -9999 -9999 -9999 -9999
    70   150   775   268   -73   148     4   464     2   -11 -9999
    65   156   808   272   -68   154     1   451     1   -11 -9999
    60   146   850   275   -57   151     3   438     1   -10 -9999
    55   137   865   277   -45   146     4   425     1   -11 -9999
    50   137   863   277   -41   143     1   412     3    -8 -9999
    45   147   851   278   -43   142     4   399     2   -15 -9999
    40   157   828   279   -45   141     4   386     0    -1 -9999
    35   144   793   281   -50   138     5   362     2   -36 -9999
    30   118   736   282   -60   133    10   400     5  -104 -9999
    25    93   658   284   -66   128    11   396    11  -115 -9999
    20   106   612   286   -56   119     8   359     8  -123 -9999
    15   126   599   287   -35   106     8   269     5  -119 -9999
    10   147   583   288   -17    95     7   250     5  -121 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777    0.0   -0.1  278.3   35.8   949.4   23.7   35.6                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    15   106    56    49     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     3     1     1     0  5603  5404  5601    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    94    95    95     0    62 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100  1038   950   289   -84   137 -9999 -9999 -9999 -9999  1040
    95  1038   979   287   -84   137 -9999 -9999 -9999 -9999  1041
    90  1038  1004   286   -84   137 -9999 -9999 -9999 -9999  1043
    85  1038  1031   285   -84   137 -9999 -9999 -9999 -9999  1042
    80   995  1042   284   -84   137 -9999 -9999 -9999 -9999  1045
    75   689  1028   284   -84   137 -9999 -9999 -9999 -9999  1046
    70   384  1021   284   -84   137     2   460     1 -9999  1045
    65   244  1024   285   -80   138     1   440     3 -9999  1071
    60   466  1028   286   -72   142     3   421     4  -230  1135
    55   689  1014   285   -62   146     1   401     0  -220  1205
    50   687   982   283   -53   148     2   381     1  -210  1265
    45   448   963   283   -43   151     2   421     5  -200  1324
    40   209   973   284   -34   153     1   460     3  -190  1403
    35   109   977   286   -28   152     5   451     4  -179 -9999
    30    81   955   287   -27   151     6   450     4  -200 -9999
    25    54   924   288   -22   146     5   430     5  -159 -9999
    20    64   878   290    -6   127     6   427     5  -194 -9999
    15    83   817   292    18    99     7   385     6  -198 -9999
    10   101   757   295    39    73     4   302     4  -195 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.1    0.0  277.9   35.8   949.2   23.8   35.0                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    20   144    32    75     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     3     1     1     0  5602  5404  5701    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    94    95    95     0    61 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    75 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    65 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    55 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    35 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    25 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    15 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.1   -0.1  278.4   36.0   949.2   23.9   33.7                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    25   200    38    86     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     3     1     0  6401  5404  5701    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    95    95    95     0    63 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    75 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    65 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    55 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    35 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    25 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    15 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.1    0.0  277.9   36.0   949.2   23.7   35.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    30   139    50   113     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     3     1     0  5902  5304  5501    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    96    95    96     0    60 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100  1028   674   239   -10   118 -9999 -9999 -9999 -9999 -9999
    95  1002   660   239   -10   121 -9999 -9999 -9999 -9999 -9999
    90   707   646   239   -10   124 -9999 -9999 -9999 -9999 -9999
    85   405   631   239    -9   127 -9999 -9999 -9999 -9999 -9999
    80   148   617   239    -8   128 -9999 -9999 -9999 -9999 -9999
    75   162   602   240   -10   123 -9999 -9999 -9999 -9999 -9999
    70   175   588   240   -12   117     2 -9999     0 -9999 -9999
    65   187   573   240   -12   113     1 -9999     3 -9999 -9999
    60   198   558   240    -8   112     1 -9999     3 -9999 -9999
    55   209   544   240    -4   112     2   317     1 -9999 -9999
    50   207   529   241    -5   109     5   303     1   132 -9999
    45   191   525   241   -14   102     5   288     2   123 -9999
    40   175   553   240   -22    96     6   274     3   115 -9999
    35   149   576   240   -20    92     4   259     2   106 -9999
    30   119   547   241    -9    88     8   244     7    97 -9999
    25    88   492   243    -1    85    19   230     8    88 -9999
    20    91   466   243    -2    85    13   259     3   106 -9999
    15   100   467   242    -8    87     9   210     7    70 -9999
    10   109   468   241   -12    89     6   208     1    80 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.2    0.0  277.9   36.2   949.1   24.0   37.0                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    35   175    53    81     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     1     3     1     0  6302  6004  6301    29   535  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     9     9     8     8    95    95    96     0    68 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100  1237   836   247   -19   119 -9999 -9999 -9999 -9999 -9999
    95  1210   817   247   -20   122 -9999 -9999 -9999 -9999 -9999
    90   858   783   247   -17   125 -9999 -9999 -9999 -9999 -9999
    85   495   741   246   -11   130 -9999 -9999 -9999 -9999 -9999
    80   184   736   246   -11   130 -9999 -9999 -9999 -9999 -9999
    75   179   772   246   -19   124 -9999 -9999 -9999 -9999 -9999
    70   175   790   246   -30   116     2   423     3 -9999 -9999
    65   176   758   247   -38   110     2   416     2 -9999 -9999
    60   189   715   247   -43   105     1   409     0   113 -9999
    55   203   700   246   -49   100     3   402     1   108 -9999
    50   354   707   243   -61    95     3   395     4   103 -9999
    45   649   702   240   -82    88     4   375     4    98 -9999
    40   945   673   235  -103    82     4   329     2    93 -9999
    35   980   646   231  -119    81    10   368     4   103 -9999
    30   880   624   229  -137    82     8   323     7    83 -9999
    25   780   598   228  -149    85     8   316    10   123 -9999
    20   690   572   227  -137    95     6   258     7   167 -9999
    15   603   541   229  -111   110    10   227     8   162 -9999
    10   515   512   230   -89   123     1   206     1   129 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777    0.0   -0.1  278.0   36.3   949.1   23.9   34.3                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    40   136    31     0     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  5902  5804  5901    29   958  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     9     8     8    96    96    97     0    66 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    75 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    65 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    55 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    35 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    25 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    15 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.2    0.0  278.4   36.2   949.0   23.6   32.9                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    45   112    29    55     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  6002  5404  5601    29   958  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     9     8     8    96    96    97     0    63 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95   889   985   275    11    85 -9999 -9999 -9999 -9999 -9999
    90   878   972   275     8    87 -9999 -9999 -9999 -9999 -9999
    85   867   939   275     5    90 -9999 -9999 -9999 -9999 -9999
    80   820   910   276     3    91 -9999 -9999 -9999 -9999 -9999
    75   559   885   276     9    87 -9999 -9999 -9999 -9999 -9999
    70   298   854   276    16    81     5 -9999     2 -9999 -9999
    65   119   825   277    15    82     0 -9999     2 -9999 -9999
    60   120   800   277     3    92     3 -9999     0  -113 -9999
    55   121   769   277   -11   103     5 -9999     0  -111 -9999
    50   134   738   278   -25   112     1 -9999     2  -108 -9999
    45   159   737   278   -44   122     1   469     0  -106 -9999
    40   184   788   276   -63   131     3   434     1  -103 -9999
    35   176   841   275   -82   132     4   398     2  -101 -9999
    30   150   774   276  -106   127    10   362     1   -98 -9999
    25   124   636   279  -124   125    11   326     5   -96 -9999
    20   130   679   279  -119   129    11   398     2   -86 -9999
    15   143   912   274   -99   137    12   255     3   -93 -9999
    10   156  1147   271   -84   144     2   541     2   -89 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1975  -80.5777   -0.2    0.2  279.3   36.0   948.9   23.5   34.4                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    15    50   139    29   125     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
     2     2     0     0  6401  5404  6001    29   958  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
     8     9     8     8    95    94    97     0    68 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100   602   696   277   -51   152 -9999 -9999 -9999 -9999 -9999
    95   179   711   277   -48   154 -9999 -9999 -9999 -9999 -9999
    90   184   725   277   -54   149 -9999 -9999 -9999 -9999 -9999
    85   201   740   277   -64   140 -9999 -9999 -9999 -9999 -9999
    80   215   753   277   -65   137 -9999 -9999 -9999 -9999 -9999
    75   210   770   276   -53   143 -9999 -9999 -9999 -9999 -9999
    70   204   778   276   -36   152     1   241     0 -9999 -9999
    65   199   770   277   -23   158     1   259     0 -9999 -9999
    60   194   756   277   -11   163     1   276     0 -9999 -9999
    55   189   715   278     0   169     2   293     1   -84 -9999
    50   185   649   280     5   171     1   311     1   -86 -9999
    45   181   606   281     3   171     1   328     0   -88 -9999
    40   178   604   282     1   170     2   346     1   -90 -9999
    35   160   602   282    -7   168     7   363     2   -91 -9999
    30   136   588   283   -20   164     8   347     2   -93 -9999
    25   111   571   284   -32   161     8   270     5   -95 -9999
    20   111   551   285   -42   157    12   270     8   -97 -9999
    15   116   525   287   -53   151     9   246     4  -104 -9999
    10   120   502   288   -62   146     3   214     3  -106 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5784    0.2   -0.4  280.6   33.8   949.0   24.3   33.8                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    16    10     0     6    25     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
 -9999 -9999 -9999     0  6603  5704  6300    29 -9999  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
 -9999 -9999 -9999 -9999   105   114   106     0    65 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    75 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    65 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    60 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    55 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    50 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    45 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    40 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    35 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    30 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    25 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    15 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    10 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5784    0.1   -0.4  279.5   34.5   949.2   24.1   33.2                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    16    15    31    42    65     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
 -9999 -9999 -9999     0  6604  6102  6700    29 -9999  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
 -9999 -9999 -9999 -9999   113   113   106     0    62 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100   565   892   274   -69   126 -9999 -9999 -9999 -9999 -9999
    95   139   887   274   -71   126 -9999 -9999 -9999 -9999 -9999
    90   161   880   273   -65   125 -9999 -9999 -9999 -9999 -9999
    85   197   875   273   -55   124 -9999 -9999 -9999 -9999 -9999
    80   227   869   273   -48   125 -9999 -9999 -9999 -9999 -9999
    75   222   863   273   -48   129 -9999 -9999 -9999 -9999 -9999
    70   217   857   273   -49   135     2 -9999     0 -9999 -9999
    65   208   851   272   -46   138     0   294     0  -340 -9999
    60   192   845   272   -36   139     0   291     0  -333 -9999
    55   176   845   272   -26   139     0   289     0  -325 -9999
    50   158   855   272   -23   141     0   287     0  -318 -9999
    45   138   855   272   -27   145     0   284     0  -311 -9999
    40   110   845   272   -33   149     0   282     2  -304 -9999
    35 -9999   832   273 -9999 -9999     1   280     2  -296 -9999
    30 -9999   828   273 -9999 -9999     3   277     4  -289 -9999
    25 -9999   826   273 -9999 -9999     2   286     3  -293 -9999
    20 -9999   822   273 -9999 -9999     2   270     4  -289 -9999
    15 -9999   813   273 -9999 -9999     5   266     2  -289 -9999
    10 -9999   804   273 -9999 -9999     1   263     0  -278 -9999
$

   GPS LAT  GPS LONG   ROLL  PITCH AZIMUT   T IN  PmBARS  T OUT    RH%
   37.1968  -80.5784    0.3   -0.4  279.4   34.8   949.2   23.6   32.1                    

   BL# MONTH   DAY  YEAR  HOUR   MIN  VAL1  VAL2  VAL3  VAL4
   573     5     2  2017    16    20    12     0    47     0

  SPU1  SPU2  SPU3  SPU4 NOIS1 NOIS2 NOIS3 NOIS4 FEMAX SOFTW
 -9999 -9999 -9999     0  5104  5204  5301    29 -9999  9063

  FE11  FE12  FE21  FE22  SNR1  SNR2  SNR3  SNR4 CHECK   JAM
 -9999 -9999 -9999 -9999   122   122   105     0    60 10100

   ALT    CT SPEED   DIR     W    SW    SU    SV  U'V'  U'W'  ETAM

   100 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    95 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    90 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    85 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    80 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    75 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
    70 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
